country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
"Palestinian Territory, Occupied",PS,PSE,275,Egg and/or flesh foods consumption (6-23months),2020,65.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Egg and/or flesh foods consumption (6-23months),2014,39.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Egg and/or flesh foods consumption (6-23months),2014,39.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Sudan,SD,SDN,736,Egg and/or flesh foods consumption (6-23months),2014,39.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Egg and/or flesh foods consumption (6-23months),2018,45.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Egg and/or flesh foods consumption (6-23months),2018,45.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Suriname,SR,SUR,740,Egg and/or flesh foods consumption (6-23months),2018,45.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2012,45.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2017,36.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2012,41.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2017,39.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2012,43.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tajikistan,TJ,TJK,762,Egg and/or flesh foods consumption (6-23months),2017,37.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2016,87.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2019,89.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2022,88.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2016,87.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2019,90.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2022,88.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2016,87.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2019,90.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Thailand,TH,THA,764,Egg and/or flesh foods consumption (6-23months),2022,88.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2009,49.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2016,45.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2020,49.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2009,47.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2016,46.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2020,49.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2009,48.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2016,46.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Timor-Leste,TL,TLS,626,Egg and/or flesh foods consumption (6-23months),2020,49.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2014,57.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2017,60.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2014,57.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2017,61.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2014,57.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Togo,TG,TGO,768,Egg and/or flesh foods consumption (6-23months),2017,60.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Egg and/or flesh foods consumption (6-23months),2019,73.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Egg and/or flesh foods consumption (6-23months),2019,78.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tonga,TO,TON,776,Egg and/or flesh foods consumption (6-23months),2019,75.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Egg and/or flesh foods consumption (6-23months),2022,55.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Egg and/or flesh foods consumption (6-23months),2022,46.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Trinidad and Tobago,TT,TTO,780,Egg and/or flesh foods consumption (6-23months),2022,51.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Egg and/or flesh foods consumption (6-23months),2018,75.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Egg and/or flesh foods consumption (6-23months),2018,78.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tunisia,TN,TUN,788,Egg and/or flesh foods consumption (6-23months),2018,77.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2015,84.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2019,67.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2015,82.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2019,67.6,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2015,83.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turkmenistan,TM,TKM,795,Egg and/or flesh foods consumption (6-23months),2019,67.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Egg and/or flesh foods consumption (6-23months),2020,59.1,Female,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Egg and/or flesh foods consumption (6-23months),2020,83.3,Male,Units,%,Low reliability,,Middle of fieldwork,6 to 23 months old
Turks and Caicos Islands,TC,TCA,796,Egg and/or flesh foods consumption (6-23months),2020,68.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Egg and/or flesh foods consumption (6-23months),2019,78.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Egg and/or flesh foods consumption (6-23months),2019,80.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Tuvalu,TV,TUV,798,Egg and/or flesh foods consumption (6-23months),2019,79.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2006,28.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2011,34.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2016,40.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2006,30.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2011,35.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2016,41.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2006,29.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2011,35.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2016,40.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uganda,UG,UGA,800,Egg and/or flesh foods consumption (6-23months),2020,30.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2010,39.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2015,35.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2022,42.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2010,36.9,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2015,37.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2022,45.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2010,38.4,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2015,36.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
"Tanzania, United Republic of",TZ,TZA,834,Egg and/or flesh foods consumption (6-23months),2022,44.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Egg and/or flesh foods consumption (6-23months),2018,73.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Egg and/or flesh foods consumption (6-23months),2018,74.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uruguay,UY,URY,858,Egg and/or flesh foods consumption (6-23months),2018,73.9,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2017,41.7,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2021,60.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2017,44.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2021,61.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2017,43.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Uzbekistan,UZ,UZB,860,Egg and/or flesh foods consumption (6-23months),2021,61.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Egg and/or flesh foods consumption (6-23months),2023,47.9,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Egg and/or flesh foods consumption (6-23months),2023,50.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Vanuatu,VU,VUT,548,Egg and/or flesh foods consumption (6-23months),2023,49.2,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2014,90.1,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2020,83.0,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2014,89.3,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2020,82.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2014,89.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Viet Nam,VN,VNM,704,Egg and/or flesh foods consumption (6-23months),2020,82.6,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Egg and/or flesh foods consumption (6-23months),2013,34.6,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Egg and/or flesh foods consumption (6-23months),2013,34.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Yemen,YE,YEM,887,Egg and/or flesh foods consumption (6-23months),2013,34.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2007,62.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2013,47.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2018,53.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2007,62.2,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2013,50.8,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2018,54.1,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2007,62.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2013,49.0,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zambia,ZM,ZMB,894,Egg and/or flesh foods consumption (6-23months),2018,53.7,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2005,38.4,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2010,39.5,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2014,40.8,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2015,46.2,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2019,39.3,Female,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2005,37.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2010,38.0,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2014,41.4,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2015,50.5,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2019,39.7,Male,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2005,37.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2010,38.8,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2014,41.1,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2015,48.3,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
Zimbabwe,ZW,ZWE,716,Egg and/or flesh foods consumption (6-23months),2019,39.5,Total,Units,%,Reanalysed,,Middle of fieldwork,6 to 23 months old
